"Entity[33883] Report(B000000)", , , , ,"Entity[33883] Report(B000000[0000])","Entity[33883] Report(B000000[0100])","Entity[33883] Report(B000000[0200])","Entity[33883] Report(B000000[0300])", ,"Entity[33883] Report(B000000[0500])", ,"Entity[33883] Report(B000000[0700])"
"Entity[33883] Report(B10000*)", , , , , ,"Entity[33883] Report(B10000*[0100])","Entity[33883] Report(B10000*[0200])","Entity[33883] Report(B10000*[0300])","Entity[33883] Report(B10000*[0400])","Entity[33883] Report(B10000*[0500])"
"HOSPC","hospc_2013_DATA",33883,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT."
"HOSPC","hospc_2013_DATA",33883,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES"
"HOSPC","hospc_2013_DATA",33883,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI."
"HOSPC","hospc_2013_DATA",33883,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","MILEAGE","VOLUNTEER"
"HOSPC","hospc_2013_DATA",33883,"B10000*","Line(00500)", ,"FEET","FEET","FEET", ,"HOURS"
"Entity[33883] Report(B100000)", , , , , ,"Entity[33883] Report(B100000[0100])","Entity[33883] Report(B100000[0200])","Entity[33883] Report(B100000[0300])","Entity[33883] Report(B100000[0400])","Entity[33883] Report(B100000[0500])"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00000)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00100)", ,"34524"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00200)", , ,"34524"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00300)", ,"1558","1558","32966"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00400)", , , , ,"1"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00500)", ,"589","589","589","1","20047"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00601)", ,"22234","22234","22234", ,"4508"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00602)", , , , , ,"15539"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(00603)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01000)", ,"3413","3413","3413"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01100)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01500)", ,"313","313","313"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01600)", ,"2511","2511","2511"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01620)", ,"131","131","131"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01700)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01800)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(01900)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(02000)", ,"1119","1119","1119"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(02100)", ,"309","309","309"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(02400)", ,"225","225","225"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(02500)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(03000)", ,"127","127","127"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(03100)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(03200)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(03400)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(03500)", ,"1186","1186","1186"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(03700)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(03800)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(05000)", ,"328","328","328"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(05200)", ,"481","481","481"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(05300)"
"HOSPC","hospc_2013_DATA",33883,"B100000","Line(10000)", ,"189027","117158","344893", ,"187323"
