"Entity[33880] Report(B000000)", , , , ,"Entity[33880] Report(B000000[0000])","Entity[33880] Report(B000000[0100])","Entity[33880] Report(B000000[0200])","Entity[33880] Report(B000000[0300])", ,"Entity[33880] Report(B000000[0500])", ,"Entity[33880] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33880,"B000000","Line(05301)","2107619", , , , , , ,"3058843"
"HOSPC","hospc_2013_DATA",33880,"B000000","Line(05303)","255454", , , , , , ,"370747"
"HOSPC","hospc_2013_DATA",33880,"B000000","Line(05304)","2411295", , , , , , ,"3499577"
"Entity[33880] Report(B10000*)", , , , , ,"Entity[33880] Report(B10000*[0100])","Entity[33880] Report(B10000*[0200])","Entity[33880] Report(B10000*[0300])","Entity[33880] Report(B10000*[0400])","Entity[33880] Report(B10000*[0500])"
"HOSPC","hospc_2013_DATA",33880,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT."
"HOSPC","hospc_2013_DATA",33880,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES"
"HOSPC","hospc_2013_DATA",33880,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI."
"HOSPC","hospc_2013_DATA",33880,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","MILEAGE","HOURS"
"HOSPC","hospc_2013_DATA",33880,"B10000*","Line(00500)", ,"FEET","FEET","FEET"
"Entity[33880] Report(B100000)", , , , , ,"Entity[33880] Report(B100000[0100])","Entity[33880] Report(B100000[0200])","Entity[33880] Report(B100000[0300])", ,"Entity[33880] Report(B100000[0500])"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00000)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00100)", ,"167282"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00200)", , ,"167282"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00300)", ,"6924","6924","160358"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00500)", ,"290","290","290", ,"79408"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00601)", ,"81252","81252","81252", ,"40444"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00602)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(00603)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(01000)", ,"43923","43923","43923", ,"2930"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(01100)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(01500)", ,"1039","1039","1039"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(01600)", ,"16235","16235","16235"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(01620)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(01700)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(02000)", ,"712","712","712"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(02100)", ,"1748","1748","1748", ,"1661"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(02400)", , , , , ,"6212"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(02420)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03000)", ,"1471","1471","1471"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03100)", ,"9117","9117","9117"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03200)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03300)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03400)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03500)", ,"746","746","746"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03600)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03700)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03800)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(03900)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(05000)", ,"1771","1771","1771", ,"1301"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(05200)", ,"2054","2054","2054", ,"26860"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(05300)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(05301)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(05303)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(05304)"
"HOSPC","hospc_2013_DATA",33880,"B100000","Line(10000)", ,"841970","1486712","724560", ,"487246"
